match_alias,m1_mrr,m2_mrr,mrr_difference_m2_minus_m1,m1_hit_at_1,m2_hit_at_1,hit_at_1_difference_m2_minus_m1,m1_hit_at_3,m2_hit_at_3,hit_at_3_difference_m2_minus_m1
development_01,0.5748470989148955,0.583312707380504,0.00846560846560851,0.3559322033898305,0.36610169491525424,0.010169491525423735,0.752542372881356,0.7581920903954802,0.005649717514124242
development_02,0.5726547173176386,0.5845505617977529,0.01189584448011427,0.36079900124843944,0.3807740324594257,0.01997503121098626,0.7290886392009988,0.7303370786516854,0.0012484394506866447
development_03,0.5799607342937175,0.5850882019474456,0.005127467653728068,0.3792016806722689,0.3865546218487395,0.007352941176470618,0.7289915966386554,0.7352941176470589,0.00630252100840345
development_04,0.5873640296103237,0.5893400119454851,0.001975982335161386,0.37058152793614596,0.37058152793614596,0.0,0.7685290763968073,0.7799315849486887,0.011402508551881407
development_05,0.5775090795125638,0.5821387091421935,0.00462962962962965,0.37282229965156793,0.37746806039488967,0.004645760743321736,0.718931475029036,0.7247386759581882,0.005807200929152212
development_06,0.5433568021803316,0.5508516920281625,0.007494889847830977,0.33068362480127184,0.34181240063593005,0.011128775834658211,0.6899841017488076,0.6899841017488076,0.0
development_07,0.5420094739466467,0.5441208551483421,0.002111381201695406,0.3219895287958115,0.32460732984293195,0.0026178010471204494,0.6884816753926701,0.68717277486911,-0.0013089005235601414
development_08,0.555163055231175,0.55680550149215,0.0016424462609749835,0.33787465940054495,0.33923705722070846,0.0013623978201635079,0.726158038147139,0.7275204359673024,0.0013623978201634523
development_09,0.5772000789265983,0.5774132903621854,0.00021321143558705735,0.36187845303867405,0.36187845303867405,0.0,0.7430939226519337,0.7527624309392266,0.00966850828729282
