fixture,candidate,component,intervals,estimate,previous_difference,absolute_reference_error,relative_reference_error,reference_available
lateral_x10_y0,isotropic,individual_1,256,0.25066268375625594,1.569405716494998e-11,1.0570988528968428e-12,4.217216687587636e-12,True
lateral_x10_y0,isotropic,individual_1,512,0.2506626837572468,9.908740494779522e-13,6.622480341889059e-14,2.641988924167437e-13,True
lateral_x10_y0,isotropic,individual_1,1024,0.2506626837573089,6.206146707654625e-14,4.163336342344337e-15,1.660931846710459e-14,True
lateral_x10_y0,isotropic,individual_1,2048,0.25066268375731277,3.885780586188048e-15,2.7755575615628914e-16,1.1072878978069727e-15,True
lateral_x10_y0,isotropic,union,16,0.25066210430469077,,5.794526222735463e-07,2.3116828304390197e-06,True
lateral_x10_y0,isotropic,union,32,0.2506626801988023,5.758941115097116e-07,3.5585107638347324e-09,1.4196412128420425e-08,True
lateral_x10_y0,isotropic,union,64,0.25066268349936005,3.30055777153504e-09,2.579529922996926e-10,1.0290841398212981e-09,True
lateral_x10_y0,isotropic,union,128,0.2506626837405619,2.4120183628184577e-10,1.6751156017846824e-11,6.682748212360553e-11,True
lateral_x10_y0,isotropic,union,256,0.25066268375625594,1.569405716494998e-11,1.0570988528968428e-12,4.217216687587636e-12,True
lateral_x10_y0,isotropic,union,512,0.2506626837572468,9.908740494779522e-13,6.622480341889059e-14,2.641988924167437e-13,True
lateral_x10_y0,isotropic,union,1024,0.2506626837573089,6.206146707654625e-14,4.163336342344337e-15,1.660931846710459e-14,True
lateral_x10_y0,isotropic,union,2048,0.25066268375731277,3.885780586188048e-15,2.7755575615628914e-16,1.1072878978069727e-15,True
lateral_x10_y0,isotropic,maximum,16,0.25066210430469077,,5.794526222735463e-07,2.3116828304390197e-06,True
lateral_x10_y0,isotropic,maximum,32,0.2506626801988023,5.758941115097116e-07,3.5585107638347324e-09,1.4196412128420425e-08,True
lateral_x10_y0,isotropic,maximum,64,0.25066268349936005,3.30055777153504e-09,2.579529922996926e-10,1.0290841398212981e-09,True
lateral_x10_y0,isotropic,maximum,128,0.2506626837405619,2.4120183628184577e-10,1.6751156017846824e-11,6.682748212360553e-11,True
lateral_x10_y0,isotropic,maximum,256,0.25066268375625594,1.569405716494998e-11,1.0570988528968428e-12,4.217216687587636e-12,True
lateral_x10_y0,isotropic,maximum,512,0.2506626837572468,9.908740494779522e-13,6.622480341889059e-14,2.641988924167437e-13,True
lateral_x10_y0,isotropic,maximum,1024,0.2506626837573089,6.206146707654625e-14,4.163336342344337e-15,1.660931846710459e-14,True
lateral_x10_y0,isotropic,maximum,2048,0.25066268375731277,3.885780586188048e-15,2.7755575615628914e-16,1.1072878978069727e-15,True
lateral_x10_y0,expanding,individual_1,16,0.4791666666666667,,0.004166666666666707,0.00877192982456149,True
lateral_x10_y0,expanding,individual_1,32,0.4763997395833333,0.0027669270833333703,0.001399739583333337,0.0029468201754386044,True
lateral_x10_y0,expanding,individual_1,64,0.4752604166666667,0.0011393229166666297,0.0002604166666667074,0.0005482456140351734,True
lateral_x10_y0,expanding,individual_1,128,0.4749825795491536,0.00027783711751305784,1.7420450846350466e-05,3.667463336073783e-05,True
lateral_x10_y0,expanding,individual_1,256,0.47499720255533856,1.462300618493284e-05,2.797444661417625e-06,5.8893571819318424e-06,True
lateral_x10_y0,expanding,individual_1,512,0.4750002895792325,3.0870238939550987e-06,2.8957923253747353e-07,6.096404895525759e-07,True
lateral_x10_y0,expanding,individual_1,1024,0.4750000486771266,2.4090210593019634e-07,4.867712660727719e-08,1.024781612784783e-07,True
lateral_x10_y0,expanding,individual_1,2048,0.4749999955432334,5.3133893174184266e-08,4.456766566907078e-09,9.38266645664648e-09,True
lateral_x10_y0,expanding,union,16,0.4791666666666667,,0.004166666666666707,0.00877192982456149,True
lateral_x10_y0,expanding,union,32,0.4763997395833333,0.0027669270833333703,0.001399739583333337,0.0029468201754386044,True
lateral_x10_y0,expanding,union,64,0.4752604166666667,0.0011393229166666297,0.0002604166666667074,0.0005482456140351734,True
lateral_x10_y0,expanding,union,128,0.4749825795491536,0.00027783711751305784,1.7420450846350466e-05,3.667463336073783e-05,True
lateral_x10_y0,expanding,union,256,0.47499720255533856,1.462300618493284e-05,2.797444661417625e-06,5.8893571819318424e-06,True
lateral_x10_y0,expanding,union,512,0.4750002895792325,3.0870238939550987e-06,2.8957923253747353e-07,6.096404895525759e-07,True
lateral_x10_y0,expanding,union,1024,0.4750000486771266,2.4090210593019634e-07,4.867712660727719e-08,1.024781612784783e-07,True
lateral_x10_y0,expanding,union,2048,0.4749999955432334,5.3133893174184266e-08,4.456766566907078e-09,9.38266645664648e-09,True
lateral_x10_y0,expanding,maximum,16,0.4791666666666667,,0.004166666666666707,0.00877192982456149,True
lateral_x10_y0,expanding,maximum,32,0.4763997395833333,0.0027669270833333703,0.001399739583333337,0.0029468201754386044,True
lateral_x10_y0,expanding,maximum,64,0.4752604166666667,0.0011393229166666297,0.0002604166666667074,0.0005482456140351734,True
lateral_x10_y0,expanding,maximum,128,0.4749825795491536,0.00027783711751305784,1.7420450846350466e-05,3.667463336073783e-05,True
lateral_x10_y0,expanding,maximum,256,0.47499720255533856,1.462300618493284e-05,2.797444661417625e-06,5.8893571819318424e-06,True
lateral_x10_y0,expanding,maximum,512,0.4750002895792325,3.0870238939550987e-06,2.8957923253747353e-07,6.096404895525759e-07,True
lateral_x10_y0,expanding,maximum,1024,0.4750000486771266,2.4090210593019634e-07,4.867712660727719e-08,1.024781612784783e-07,True
lateral_x10_y0,expanding,maximum,2048,0.4749999955432334,5.3133893174184266e-08,4.456766566907078e-09,9.38266645664648e-09,True
lateral_x10_y0,constant_width,individual_1,16,0.4791666666666667,,0.004166666666666707,0.00877192982456149,True
lateral_x10_y0,constant_width,individual_1,32,0.4763997395833333,0.0027669270833333703,0.001399739583333337,0.0029468201754386044,True
lateral_x10_y0,constant_width,individual_1,64,0.4752604166666667,0.0011393229166666297,0.0002604166666667074,0.0005482456140351734,True
lateral_x10_y0,constant_width,individual_1,128,0.4749825795491536,0.00027783711751305784,1.7420450846350466e-05,3.667463336073783e-05,True
lateral_x10_y0,constant_width,individual_1,256,0.47499720255533856,1.462300618493284e-05,2.797444661417625e-06,5.8893571819318424e-06,True
lateral_x10_y0,constant_width,individual_1,512,0.4750002895792325,3.0870238939550987e-06,2.8957923253747353e-07,6.096404895525759e-07,True
lateral_x10_y0,constant_width,individual_1,1024,0.4750000486771266,2.4090210593019634e-07,4.867712660727719e-08,1.024781612784783e-07,True
lateral_x10_y0,constant_width,individual_1,2048,0.4749999955432334,5.3133893174184266e-08,4.456766566907078e-09,9.38266645664648e-09,True
lateral_x10_y0,constant_width,union,16,0.4791666666666667,,0.004166666666666707,0.00877192982456149,True
lateral_x10_y0,constant_width,union,32,0.4763997395833333,0.0027669270833333703,0.001399739583333337,0.0029468201754386044,True
lateral_x10_y0,constant_width,union,64,0.4752604166666667,0.0011393229166666297,0.0002604166666667074,0.0005482456140351734,True
lateral_x10_y0,constant_width,union,128,0.4749825795491536,0.00027783711751305784,1.7420450846350466e-05,3.667463336073783e-05,True
lateral_x10_y0,constant_width,union,256,0.47499720255533856,1.462300618493284e-05,2.797444661417625e-06,5.8893571819318424e-06,True
lateral_x10_y0,constant_width,union,512,0.4750002895792325,3.0870238939550987e-06,2.8957923253747353e-07,6.096404895525759e-07,True
lateral_x10_y0,constant_width,union,1024,0.4750000486771266,2.4090210593019634e-07,4.867712660727719e-08,1.024781612784783e-07,True
lateral_x10_y0,constant_width,union,2048,0.4749999955432334,5.3133893174184266e-08,4.456766566907078e-09,9.38266645664648e-09,True
lateral_x10_y0,constant_width,maximum,16,0.4791666666666667,,0.004166666666666707,0.00877192982456149,True
lateral_x10_y0,constant_width,maximum,32,0.4763997395833333,0.0027669270833333703,0.001399739583333337,0.0029468201754386044,True
lateral_x10_y0,constant_width,maximum,64,0.4752604166666667,0.0011393229166666297,0.0002604166666667074,0.0005482456140351734,True
lateral_x10_y0,constant_width,maximum,128,0.4749825795491536,0.00027783711751305784,1.7420450846350466e-05,3.667463336073783e-05,True
lateral_x10_y0,constant_width,maximum,256,0.47499720255533856,1.462300618493284e-05,2.797444661417625e-06,5.8893571819318424e-06,True
lateral_x10_y0,constant_width,maximum,512,0.4750002895792325,3.0870238939550987e-06,2.8957923253747353e-07,6.096404895525759e-07,True
lateral_x10_y0,constant_width,maximum,1024,0.4750000486771266,2.4090210593019634e-07,4.867712660727719e-08,1.024781612784783e-07,True
lateral_x10_y0,constant_width,maximum,2048,0.4749999955432334,5.3133893174184266e-08,4.456766566907078e-09,9.38266645664648e-09,True
lateral_x10_y1,isotropic,individual_1,16,0.2212085306442264,,5.113651443122702e-07,2.3116828302642713e-06,True
lateral_x10_y1,isotropic,individual_1,32,0.221209038868996,5.082247696019948e-07,3.1403747102753954e-09,1.4196412053275673e-08,True
lateral_x10_y1,isotropic,individual_1,64,0.22120904178172807,2.9127320555488723e-09,2.2764265472652312e-10,1.0290838595868964e-09,True
lateral_x10_y1,isotropic,individual_1,128,0.22120904199458788,2.1285981310903423e-10,1.4782841617488884e-11,6.682747451554292e-11,True
lateral_x10_y1,isotropic,individual_1,256,0.22120904200843786,1.3849976721047597e-11,9.328648964412878e-13,4.217119191727119e-12,True
lateral_x10_y1,isotropic,individual_1,512,0.22120904200931227,8.744116541947733e-13,5.845324224651449e-14,2.6424436232601347e-13,True
lateral_x10_y1,isotropic,individual_1,1024,0.22120904200936709,5.4817261840867104e-14,3.635980405647388e-15,1.6436852547344616e-14,True
lateral_x10_y1,isotropic,individual_1,2048,0.2212090420093705,3.4139358007223564e-15,2.220446049250313e-16,1.0037772547996714e-15,True
lateral_x10_y1,isotropic,union,16,0.2212085306442264,,5.113651443122702e-07,2.3116828302642713e-06,True
lateral_x10_y1,isotropic,union,32,0.221209038868996,5.082247696019948e-07,3.1403747102753954e-09,1.4196412053275673e-08,True
lateral_x10_y1,isotropic,union,64,0.22120904178172807,2.9127320555488723e-09,2.2764265472652312e-10,1.0290838595868964e-09,True
lateral_x10_y1,isotropic,union,128,0.22120904199458788,2.1285981310903423e-10,1.4782841617488884e-11,6.682747451554292e-11,True
lateral_x10_y1,isotropic,union,256,0.22120904200843786,1.3849976721047597e-11,9.328648964412878e-13,4.217119191727119e-12,True
lateral_x10_y1,isotropic,union,512,0.22120904200931227,8.744116541947733e-13,5.845324224651449e-14,2.6424436232601347e-13,True
lateral_x10_y1,isotropic,union,1024,0.22120904200936709,5.4817261840867104e-14,3.635980405647388e-15,1.6436852547344616e-14,True
lateral_x10_y1,isotropic,union,2048,0.2212090420093705,3.4139358007223564e-15,2.220446049250313e-16,1.0037772547996714e-15,True
lateral_x10_y1,isotropic,maximum,16,0.2212085306442264,,5.113651443122702e-07,2.3116828302642713e-06,True
lateral_x10_y1,isotropic,maximum,32,0.221209038868996,5.082247696019948e-07,3.1403747102753954e-09,1.4196412053275673e-08,True
lateral_x10_y1,isotropic,maximum,64,0.22120904178172807,2.9127320555488723e-09,2.2764265472652312e-10,1.0290838595868964e-09,True
lateral_x10_y1,isotropic,maximum,128,0.22120904199458788,2.1285981310903423e-10,1.4782841617488884e-11,6.682747451554292e-11,True
lateral_x10_y1,isotropic,maximum,256,0.22120904200843786,1.3849976721047597e-11,9.328648964412878e-13,4.217119191727119e-12,True
lateral_x10_y1,isotropic,maximum,512,0.22120904200931227,8.744116541947733e-13,5.845324224651449e-14,2.6424436232601347e-13,True
lateral_x10_y1,isotropic,maximum,1024,0.22120904200936709,5.4817261840867104e-14,3.635980405647388e-15,1.6436852547344616e-14,True
lateral_x10_y1,isotropic,maximum,2048,0.2212090420093705,3.4139358007223564e-15,2.220446049250313e-16,1.0037772547996714e-15,True
lateral_x10_y1,expanding,individual_1,16,0.41829554177215117,,0.008166426640024482,0.019911843218918014,True
lateral_x10_y1,expanding,individual_1,32,0.41037429852904134,0.007921243243109832,0.00024518339691464996,0.000597820022691298,True
lateral_x10_y1,expanding,individual_1,64,0.4102009847793103,0.00017331374973106328,7.186964718358668e-05,0.00017523663776085061,True
lateral_x10_y1,expanding,individual_1,128,0.4101166784276857,8.430635162459676e-05,1.2436704441010082e-05,3.032387602378214e-05,True
lateral_x10_y1,expanding,individual_1,256,0.4101315855946484,1.4907166962729868e-05,2.470462521719785e-06,6.023621417182011e-06,True
lateral_x10_y1,expanding,individual_1,512,0.410128597784062,2.987810586385642e-06,5.173480646658568e-07,1.2614273056405385e-06,True
lateral_x10_y1,expanding,individual_1,1024,0.41012909924125057,5.014571885508801e-07,1.589087611497675e-08,3.874603272156712e-08,True
lateral_x10_y1,expanding,individual_1,2048,0.4101291178147735,1.8573522941878196e-08,2.682646826901447e-09,6.540981188417235e-09,True
lateral_x10_y1,expanding,union,16,0.41829554177215117,,0.008166426640024482,0.019911843218918014,True
lateral_x10_y1,expanding,union,32,0.41037429852904134,0.007921243243109832,0.00024518339691464996,0.000597820022691298,True
lateral_x10_y1,expanding,union,64,0.4102009847793103,0.00017331374973106328,7.186964718358668e-05,0.00017523663776085061,True
lateral_x10_y1,expanding,union,128,0.4101166784276857,8.430635162459676e-05,1.2436704441010082e-05,3.032387602378214e-05,True
lateral_x10_y1,expanding,union,256,0.4101315855946484,1.4907166962729868e-05,2.470462521719785e-06,6.023621417182011e-06,True
lateral_x10_y1,expanding,union,512,0.410128597784062,2.987810586385642e-06,5.173480646658568e-07,1.2614273056405385e-06,True
lateral_x10_y1,expanding,union,1024,0.41012909924125057,5.014571885508801e-07,1.589087611497675e-08,3.874603272156712e-08,True
lateral_x10_y1,expanding,union,2048,0.4101291178147735,1.8573522941878196e-08,2.682646826901447e-09,6.540981188417235e-09,True
lateral_x10_y1,expanding,maximum,16,0.41829554177215117,,0.008166426640024482,0.019911843218918014,True
lateral_x10_y1,expanding,maximum,32,0.41037429852904134,0.007921243243109832,0.00024518339691464996,0.000597820022691298,True
lateral_x10_y1,expanding,maximum,64,0.4102009847793103,0.00017331374973106328,7.186964718358668e-05,0.00017523663776085061,True
lateral_x10_y1,expanding,maximum,128,0.4101166784276857,8.430635162459676e-05,1.2436704441010082e-05,3.032387602378214e-05,True
lateral_x10_y1,expanding,maximum,256,0.4101315855946484,1.4907166962729868e-05,2.470462521719785e-06,6.023621417182011e-06,True
lateral_x10_y1,expanding,maximum,512,0.410128597784062,2.987810586385642e-06,5.173480646658568e-07,1.2614273056405385e-06,True
lateral_x10_y1,expanding,maximum,1024,0.41012909924125057,5.014571885508801e-07,1.589087611497675e-08,3.874603272156712e-08,True
lateral_x10_y1,expanding,maximum,2048,0.4101291178147735,1.8573522941878196e-08,2.682646826901447e-09,6.540981188417235e-09,True
lateral_x10_y1,constant_width,individual_1,16,0.3583343779782191,,0.007979482688338091,0.022775427989199144,True
lateral_x10_y1,constant_width,individual_1,32,0.3506380009865127,0.0076963769917063884,0.0002831056966317025,0.0008080540630022109,True
lateral_x10_y1,constant_width,individual_1,64,0.350424995488372,0.0002130054981406837,7.010019849101878e-05,0.00020008339952840793,True
lateral_x10_y1,constant_width,individual_1,128,0.3503420597306685,8.293575770351724e-05,1.283555921249846e-05,3.6635878034124266e-05,True
lateral_x10_y1,constant_width,individual_1,256,0.3503573777401987,1.5318009530196353e-05,2.482450317697893e-06,7.085530560787319e-06,True
lateral_x10_y1,constant_width,individual_1,512,0.3503543818540164,2.995886182299845e-06,5.134358646019521e-07,1.4654736425964282e-06,True
lateral_x10_y1,constant_width,individual_1,1024,0.3503548804467711,4.985927546941049e-07,1.4843109907847207e-08,4.236592697118198e-08,True
lateral_x10_y1,constant_width,individual_1,2048,0.350354897868058,1.7421286913066325e-08,2.5781770052191177e-09,7.358758332992475e-09,True
lateral_x10_y1,constant_width,union,16,0.3583343779782191,,0.007979482688338091,0.022775427989199144,True
lateral_x10_y1,constant_width,union,32,0.3506380009865127,0.0076963769917063884,0.0002831056966317025,0.0008080540630022109,True
lateral_x10_y1,constant_width,union,64,0.350424995488372,0.0002130054981406837,7.010019849101878e-05,0.00020008339952840793,True
lateral_x10_y1,constant_width,union,128,0.3503420597306685,8.293575770351724e-05,1.283555921249846e-05,3.6635878034124266e-05,True
lateral_x10_y1,constant_width,union,256,0.3503573777401987,1.5318009530196353e-05,2.482450317697893e-06,7.085530560787319e-06,True
lateral_x10_y1,constant_width,union,512,0.3503543818540164,2.995886182299845e-06,5.134358646019521e-07,1.4654736425964282e-06,True
lateral_x10_y1,constant_width,union,1024,0.3503548804467711,4.985927546941049e-07,1.4843109907847207e-08,4.236592697118198e-08,True
lateral_x10_y1,constant_width,union,2048,0.350354897868058,1.7421286913066325e-08,2.5781770052191177e-09,7.358758332992475e-09,True
lateral_x10_y1,constant_width,maximum,16,0.3583343779782191,,0.007979482688338091,0.022775427989199144,True
lateral_x10_y1,constant_width,maximum,32,0.3506380009865127,0.0076963769917063884,0.0002831056966317025,0.0008080540630022109,True
lateral_x10_y1,constant_width,maximum,64,0.350424995488372,0.0002130054981406837,7.010019849101878e-05,0.00020008339952840793,True
lateral_x10_y1,constant_width,maximum,128,0.3503420597306685,8.293575770351724e-05,1.283555921249846e-05,3.6635878034124266e-05,True
lateral_x10_y1,constant_width,maximum,256,0.3503573777401987,1.5318009530196353e-05,2.482450317697893e-06,7.085530560787319e-06,True
lateral_x10_y1,constant_width,maximum,512,0.3503543818540164,2.995886182299845e-06,5.134358646019521e-07,1.4654736425964282e-06,True
lateral_x10_y1,constant_width,maximum,1024,0.3503548804467711,4.985927546941049e-07,1.4843109907847207e-08,4.236592697118198e-08,True
lateral_x10_y1,constant_width,maximum,2048,0.350354897868058,1.7421286913066325e-08,2.5781770052191177e-09,7.358758332992475e-09,True
lateral_x10_y2,isotropic,individual_1,16,0.15203425148888106,,3.514557812278607e-07,2.31168283022901e-06,True
lateral_x10_y2,isotropic,individual_1,32,0.1520346007863164,3.4929743533695934e-07,2.1583458909013586e-09,1.4196412192341212e-08,True
lateral_x10_y2,isotropic,individual_1,64,0.1520346027882059,2.0018895152684735e-09,1.5645637563288517e-10,1.0290839887932112e-09,True
lateral_x10_y2,isotropic,individual_1,128,0.1520346029345022,1.462962806453305e-10,1.0160094987554658e-11,6.682751683347205e-11,True
lateral_x10_y2,isotropic,individual_1,256,0.15203460294402113,9.51894119083363e-12,6.411537967210279e-13,4.217157043876358e-12,True
lateral_x10_y2,isotropic,individual_1,512,0.15203460294462212,6.009914788052129e-13,4.016231791581504e-14,2.6416563820299096e-13,True
lateral_x10_y2,isotropic,individual_1,1024,0.15203460294465979,3.7664316110408436e-14,2.4980018054066022e-15,1.643048198912867e-14,True
lateral_x10_y2,isotropic,individual_1,2048,0.15203460294466212,2.3314683517128287e-15,1.6653345369377348e-16,1.0953654659419113e-15,True
lateral_x10_y2,isotropic,union,16,0.15203425148888106,,3.514557812278607e-07,2.31168283022901e-06,True
lateral_x10_y2,isotropic,union,32,0.1520346007863164,3.4929743533695934e-07,2.1583458909013586e-09,1.4196412192341212e-08,True
lateral_x10_y2,isotropic,union,64,0.1520346027882059,2.0018895152684735e-09,1.5645637563288517e-10,1.0290839887932112e-09,True
lateral_x10_y2,isotropic,union,128,0.1520346029345022,1.462962806453305e-10,1.0160094987554658e-11,6.682751683347205e-11,True
lateral_x10_y2,isotropic,union,256,0.15203460294402113,9.51894119083363e-12,6.411537967210279e-13,4.217157043876358e-12,True
lateral_x10_y2,isotropic,union,512,0.15203460294462212,6.009914788052129e-13,4.016231791581504e-14,2.6416563820299096e-13,True
lateral_x10_y2,isotropic,union,1024,0.15203460294465979,3.7664316110408436e-14,2.4980018054066022e-15,1.643048198912867e-14,True
lateral_x10_y2,isotropic,union,2048,0.15203460294466212,2.3314683517128287e-15,1.6653345369377348e-16,1.0953654659419113e-15,True
lateral_x10_y2,isotropic,maximum,16,0.15203425148888106,,3.514557812278607e-07,2.31168283022901e-06,True
lateral_x10_y2,isotropic,maximum,32,0.1520346007863164,3.4929743533695934e-07,2.1583458909013586e-09,1.4196412192341212e-08,True
lateral_x10_y2,isotropic,maximum,64,0.1520346027882059,2.0018895152684735e-09,1.5645637563288517e-10,1.0290839887932112e-09,True
lateral_x10_y2,isotropic,maximum,128,0.1520346029345022,1.462962806453305e-10,1.0160094987554658e-11,6.682751683347205e-11,True
lateral_x10_y2,isotropic,maximum,256,0.15203460294402113,9.51894119083363e-12,6.411537967210279e-13,4.217157043876358e-12,True
lateral_x10_y2,isotropic,maximum,512,0.15203460294462212,6.009914788052129e-13,4.016231791581504e-14,2.6416563820299096e-13,True
lateral_x10_y2,isotropic,maximum,1024,0.15203460294465979,3.7664316110408436e-14,2.4980018054066022e-15,1.643048198912867e-14,True
lateral_x10_y2,isotropic,maximum,2048,0.15203460294466212,2.3314683517128287e-15,1.6653345369377348e-16,1.0953654659419113e-15,True
lateral_x10_y2,expanding,individual_1,16,0.2721684514726214,,0.010955852244333875,0.04194228102588181,True
lateral_x10_y2,expanding,individual_1,32,0.25947461090363905,0.012693840568982373,0.0017379883246484984,0.006653539414955931,True
lateral_x10_y2,expanding,individual_1,64,0.26120873845013065,0.001734127546491604,3.860778156894451e-06,1.4780214156210407e-05,True
lateral_x10_y2,expanding,individual_1,128,0.26120687476190363,1.8636882270217647e-06,5.724466383916216e-06,2.1914970414245987e-05,True
lateral_x10_y2,expanding,individual_1,256,0.2612133718130904,6.497051186771241e-06,7.725848028550253e-07,2.957685828086043e-06,True
lateral_x10_y2,expanding,individual_1,512,0.2612123929510752,9.78862015221793e-07,2.0627721236676777e-07,7.896908991992809e-07,True
lateral_x10_y2,expanding,individual_1,1024,0.26121254286550977,1.4991443458844955e-07,5.636277777831822e-08,2.157735803894352e-07,True
lateral_x10_y2,expanding,individual_1,2048,0.26121260205758073,5.9192070966940236e-08,2.8292931886220174e-09,1.0831381016768445e-08,True
lateral_x10_y2,expanding,union,16,0.2721684514726214,,0.010955852244333875,0.04194228102588181,True
lateral_x10_y2,expanding,union,32,0.25947461090363905,0.012693840568982373,0.0017379883246484984,0.006653539414955931,True
lateral_x10_y2,expanding,union,64,0.26120873845013065,0.001734127546491604,3.860778156894451e-06,1.4780214156210407e-05,True
lateral_x10_y2,expanding,union,128,0.26120687476190363,1.8636882270217647e-06,5.724466383916216e-06,2.1914970414245987e-05,True
lateral_x10_y2,expanding,union,256,0.2612133718130904,6.497051186771241e-06,7.725848028550253e-07,2.957685828086043e-06,True
lateral_x10_y2,expanding,union,512,0.2612123929510752,9.78862015221793e-07,2.0627721236676777e-07,7.896908991992809e-07,True
lateral_x10_y2,expanding,union,1024,0.26121254286550977,1.4991443458844955e-07,5.636277777831822e-08,2.157735803894352e-07,True
lateral_x10_y2,expanding,union,2048,0.26121260205758073,5.9192070966940236e-08,2.8292931886220174e-09,1.0831381016768445e-08,True
lateral_x10_y2,expanding,maximum,16,0.2721684514726214,,0.010955852244333875,0.04194228102588181,True
lateral_x10_y2,expanding,maximum,32,0.25947461090363905,0.012693840568982373,0.0017379883246484984,0.006653539414955931,True
lateral_x10_y2,expanding,maximum,64,0.26120873845013065,0.001734127546491604,3.860778156894451e-06,1.4780214156210407e-05,True
lateral_x10_y2,expanding,maximum,128,0.26120687476190363,1.8636882270217647e-06,5.724466383916216e-06,2.1914970414245987e-05,True
lateral_x10_y2,expanding,maximum,256,0.2612133718130904,6.497051186771241e-06,7.725848028550253e-07,2.957685828086043e-06,True
lateral_x10_y2,expanding,maximum,512,0.2612123929510752,9.78862015221793e-07,2.0627721236676777e-07,7.896908991992809e-07,True
lateral_x10_y2,expanding,maximum,1024,0.26121254286550977,1.4991443458844955e-07,5.636277777831822e-08,2.157735803894352e-07,True
lateral_x10_y2,expanding,maximum,2048,0.26121260205758073,5.9192070966940236e-08,2.8292931886220174e-09,1.0831381016768445e-08,True
lateral_x10_y2,constant_width,individual_1,16,0.1607474494836456,,0.010587224259731576,0.07050618260557516,True
lateral_x10_y2,constant_width,individual_1,32,0.14850523919385675,0.012242210289788863,0.0016549860300572872,0.011021467419813908,True
lateral_x10_y2,constant_width,individual_1,64,0.15016416328585586,0.0016589240919991088,3.938061941821669e-06,2.6225732786091386e-05,True
lateral_x10_y2,constant_width,individual_1,128,0.15015344611965706,1.0717166198798145e-05,6.779104256976476e-06,4.5145805068337484e-05,True
lateral_x10_y2,constant_width,individual_1,256,0.15016103100044545,7.58488078839159e-06,8.057765314151144e-07,5.366111633180935e-06,True
lateral_x10_y2,constant_width,individual_1,512,0.1501600324858971,9.985145483504265e-07,1.9273801693531212e-07,1.2835490666580146e-06,True
lateral_x10_y2,constant_width,individual_1,1024,0.150160171722048,1.3923615091449015e-07,5.3501866020821964e-08,3.562985200710889e-07,True
lateral_x10_y2,constant_width,individual_1,2048,0.15016022769291523,5.597086721875755e-08,2.469001197935583e-09,1.6442444690355845e-08,True
lateral_x10_y2,constant_width,union,16,0.1607474494836456,,0.010587224259731576,0.07050618260557516,True
lateral_x10_y2,constant_width,union,32,0.14850523919385675,0.012242210289788863,0.0016549860300572872,0.011021467419813908,True
lateral_x10_y2,constant_width,union,64,0.15016416328585586,0.0016589240919991088,3.938061941821669e-06,2.6225732786091386e-05,True
lateral_x10_y2,constant_width,union,128,0.15015344611965706,1.0717166198798145e-05,6.779104256976476e-06,4.5145805068337484e-05,True
lateral_x10_y2,constant_width,union,256,0.15016103100044545,7.58488078839159e-06,8.057765314151144e-07,5.366111633180935e-06,True
lateral_x10_y2,constant_width,union,512,0.1501600324858971,9.985145483504265e-07,1.9273801693531212e-07,1.2835490666580146e-06,True
lateral_x10_y2,constant_width,union,1024,0.150160171722048,1.3923615091449015e-07,5.3501866020821964e-08,3.562985200710889e-07,True
lateral_x10_y2,constant_width,union,2048,0.15016022769291523,5.597086721875755e-08,2.469001197935583e-09,1.6442444690355845e-08,True
lateral_x10_y2,constant_width,maximum,16,0.1607474494836456,,0.010587224259731576,0.07050618260557516,True
lateral_x10_y2,constant_width,maximum,32,0.14850523919385675,0.012242210289788863,0.0016549860300572872,0.011021467419813908,True
lateral_x10_y2,constant_width,maximum,64,0.15016416328585586,0.0016589240919991088,3.938061941821669e-06,2.6225732786091386e-05,True
lateral_x10_y2,constant_width,maximum,128,0.15015344611965706,1.0717166198798145e-05,6.779104256976476e-06,4.5145805068337484e-05,True
lateral_x10_y2,constant_width,maximum,256,0.15016103100044545,7.58488078839159e-06,8.057765314151144e-07,5.366111633180935e-06,True
lateral_x10_y2,constant_width,maximum,512,0.1501600324858971,9.985145483504265e-07,1.9273801693531212e-07,1.2835490666580146e-06,True
lateral_x10_y2,constant_width,maximum,1024,0.150160171722048,1.3923615091449015e-07,5.3501866020821964e-08,3.562985200710889e-07,True
lateral_x10_y2,constant_width,maximum,2048,0.15016022769291523,5.597086721875755e-08,2.469001197935583e-09,1.6442444690355845e-08,True
lateral_x10_y5,isotropic,individual_1,16,0.011013324238738824,,2.5459371404482067e-08,2.311682830597e-06,True
lateral_x10_y5,isotropic,individual_1,32,0.011013349541760179,2.5303021355255195e-08,1.5635004922687212e-10,1.419641194664872e-08,True
lateral_x10_y5,isotropic,individual_1,64,0.011013349686776565,1.4501638605224354e-10,1.1333663174628583e-11,1.029084110220646e-09,True
lateral_x10_y5,isotropic,individual_1,128,0.011013349697374232,1.0597666841305475e-11,7.359963333231079e-13,6.682765493675343e-11,True
lateral_x10_y5,isotropic,individual_1,256,0.011013349698063784,6.895525817007808e-13,4.6443751622327056e-14,4.217041399338868e-12,True
lateral_x10_y5,isotropic,individual_1,512,0.011013349698107319,4.353462035311395e-14,2.9091312692131055e-15,2.641459091880358e-13,True
lateral_x10_y5,isotropic,individual_1,1024,0.011013349698110046,2.7269853042355408e-15,1.8214596497756474e-16,1.65386526325246e-14,True
