feature,bin,match_alias,states,represented_matches,m1_mean_rank_change,m2_mean_rank_change,m1_improved,m1_worsened,m1_tied,m2_improved,m2_worsened,m2_tied
segment_distance,bin_3,match_macro,1835,9,-0.45256828493196466,-0.03985786825090628,741,406,688,163,101,1571
segment_distance,bin_4,development_01,381,1,-0.9921259842519685,-0.08136482939632546,220,54,107,35,6,340
segment_distance,bin_4,development_02,278,1,-0.9856115107913673,-0.035971223021582746,162,35,81,19,9,250
segment_distance,bin_4,development_03,454,1,-1.039647577092511,-0.05286343612334802,252,64,138,31,8,415
segment_distance,bin_4,development_04,363,1,-0.9972451790633609,-0.07162534435261708,184,39,140,28,6,329
segment_distance,bin_4,development_05,410,1,-0.907317073170732,-0.029268292682926838,222,50,138,21,12,377
segment_distance,bin_4,development_06,187,1,-1.1336898395721926,-0.0802139037433155,102,20,65,17,3,167
segment_distance,bin_4,development_07,321,1,-0.9906542056074765,-0.05607476635514018,197,43,81,28,10,283
segment_distance,bin_4,development_08,328,1,-1.0975609756097564,-0.03658536585365855,207,34,87,18,10,300
segment_distance,bin_4,development_09,235,1,-1.1531914893617023,-0.046808510638297884,128,26,81,16,7,212
segment_distance,bin_4,match_macro,2957,9,-1.0330048705023407,-0.054530630240801355,1674,365,918,213,71,2673
direction,forward,development_01,443,1,-0.8284424379232503,0.009029345372460496,226,80,137,22,26,395
direction,forward,development_02,420,1,-0.6833333333333335,0.047619047619047644,191,79,150,20,35,365
direction,forward,development_03,491,1,-0.6924643584521385,0.016293279022403254,232,112,147,32,35,424
direction,forward,development_04,473,1,-0.8710359408033828,0.025369978858350954,232,77,164,24,34,415
direction,forward,development_05,433,1,-0.51270207852194,0.013856812933025408,177,92,164,21,31,381
direction,forward,development_06,357,1,-0.49299719887955173,0.047619047619047616,152,81,124,20,34,303
direction,forward,development_07,411,1,-0.6836982968369829,0.08515815085158152,211,76,124,20,48,343
direction,forward,development_08,378,1,-0.6058201058201058,0.03439153439153439,193,73,112,16,28,334
direction,forward,development_09,420,1,-0.6976190476190477,0.0785714285714286,195,91,134,14,44,362
direction,forward,match_macro,3826,9,-0.6742347553544148,0.0397676250265422,1809,761,1256,189,315,3322
direction,approximately_lateral,development_01,144,1,-0.8472222222222221,-0.03472222222222222,71,20,53,13,6,125
direction,approximately_lateral,development_02,98,1,-0.826530612244898,0.030612244897959186,58,15,25,5,8,85
direction,approximately_lateral,development_03,131,1,-0.7480916030534351,0.015267175572519089,57,21,53,7,10,114
direction,approximately_lateral,development_04,114,1,-0.5,-0.017543859649122806,48,22,44,11,10,93
direction,approximately_lateral,development_05,130,1,-0.4153846153846154,-0.08461538461538462,58,31,41,11,3,116
direction,approximately_lateral,development_06,67,1,-0.6567164179104479,-0.014925373134328358,32,10,25,4,2,61
direction,approximately_lateral,development_07,97,1,-0.7319587628865978,-3.4694469519536134e-18,50,15,32,6,6,85
direction,approximately_lateral,development_08,95,1,-1.1789473684210523,-0.04210526315789472,66,8,21,7,3,85
direction,approximately_lateral,development_09,80,1,-0.9750000000000002,0.0,42,13,25,6,6,68
direction,approximately_lateral,match_macro,956,9,-0.7644279557914744,-0.01644807581205272,482,155,319,70,54,832
direction,backward,development_01,298,1,-0.18120805369127518,-0.1073825503355705,105,89,104,46,16,236
direction,backward,development_02,283,1,0.017667844522968216,-0.12014134275618371,87,90,106,41,12,230
direction,backward,development_03,330,1,-0.4727272727272728,-0.11212121212121214,133,68,129,37,5,288
direction,backward,development_04,290,1,-0.12758620689655176,-0.09655172413793103,97,76,117,27,6,257
direction,backward,development_05,298,1,-0.19463087248322153,-0.05704697986577182,111,84,103,28,14,256
direction,backward,development_06,205,1,-0.30731707317073176,-0.10243902439024392,70,57,78,31,10,164
direction,backward,development_07,256,1,-0.3125,-0.12890625,94,67,95,35,9,212
direction,backward,development_08,261,1,-0.28352490421455945,-0.04597701149425288,104,66,91,21,12,228
direction,backward,development_09,224,1,-0.2589285714285715,-0.10267857142857145,70,53,101,27,6,191
direction,backward,match_macro,2445,9,-0.2356394566765795,-0.09702718516997083,871,650,924,293,90,2062
direction,degenerate,development_01,0,0,,,0,0,0,0,0,0
direction,degenerate,development_02,0,0,,,0,0,0,0,0,0
direction,degenerate,development_03,0,0,,,0,0,0,0,0,0
direction,degenerate,development_04,0,0,,,0,0,0,0,0,0
direction,degenerate,development_05,0,0,,,0,0,0,0,0,0
direction,degenerate,development_06,0,0,,,0,0,0,0,0,0
direction,degenerate,development_07,0,0,,,0,0,0,0,0,0
direction,degenerate,development_08,0,0,,,0,0,0,0,0,0
direction,degenerate,development_09,0,0,,,0,0,0,0,0,0
direction,degenerate,match_macro,0,0,,,0,0,0,0,0,0
