fixture,candidate,component,reference_source,intervals,successive_vector_difference,estimate,reference,absolute_error,passed
depth_x10_y2,expanding,individual_1,14b,1024,9.130172468063691e-08,0.37125370057275825,0.371253708224495,7.651736744218596e-09,True
depth_x10_y2,expanding,union,14b,1024,9.130172468063691e-08,0.37125370057275825,0.371253708224495,7.651736744218596e-09,True
depth_x10_y2,expanding,maximum,14b,1024,9.130172468063691e-08,0.37125370057275825,0.371253708224495,7.651736744218596e-09,True
depth_x10_y2,constant_width,individual_1,14b,1024,8.878775970000419e-08,0.332257521519919,0.33225752895577393,7.4358549317921074e-09,True
depth_x10_y2,constant_width,union,14b,1024,8.878775970000419e-08,0.332257521519919,0.33225752895577393,7.4358549317921074e-09,True
depth_x10_y2,constant_width,maximum,14b,1024,8.878775970000419e-08,0.332257521519919,0.33225752895577393,7.4358549317921074e-09,True
depth_x20_y0,isotropic,individual_1,14b,512,4.331186798101072e-10,0.24910629516606975,0.2491062951949334,2.8863661460931667e-11,True
depth_x20_y0,isotropic,union,14b,512,4.331186798101072e-10,0.24910629516606975,0.2491062951949334,2.8863661460931667e-11,True
depth_x20_y0,isotropic,maximum,14b,512,4.331186798101072e-10,0.24910629516606975,0.2491062951949334,2.8863661460931667e-11,True
depth_x20_y0,expanding,individual_1,14b,2048,5.313389306316196e-08,0.7249999955432335,0.725,4.4567665113959265e-09,True
depth_x20_y0,expanding,union,14b,2048,5.313389306316196e-08,0.7249999955432335,0.725,4.4567665113959265e-09,True
depth_x20_y0,expanding,maximum,14b,2048,5.313389306316196e-08,0.7249999955432335,0.725,4.4567665113959265e-09,True
depth_x20_y0,constant_width,individual_1,14b,2048,5.313389306316196e-08,0.7249999955432335,0.725,4.4567665113959265e-09,True
depth_x20_y0,constant_width,union,14b,2048,5.313389306316196e-08,0.7249999955432335,0.725,4.4567665113959265e-09,True
depth_x20_y0,constant_width,maximum,14b,2048,5.313389306316196e-08,0.7249999955432335,0.725,4.4567665113959265e-09,True
depth_x20_y2,isotropic,individual_1,14b,512,4.291308697279561e-10,0.24026480109741932,0.24026480112601672,2.859740222405094e-11,True
depth_x20_y2,isotropic,union,14b,512,4.291308697279561e-10,0.24026480109741932,0.24026480112601672,2.859740222405094e-11,True
depth_x20_y2,isotropic,maximum,14b,512,4.291308697279561e-10,0.24026480109741932,0.24026480112601672,2.859740222405094e-11,True
depth_x20_y2,expanding,individual_1,14b,2048,5.1155217839493616e-08,0.6767106757590642,0.676710680048975,4.289910870980407e-09,True
depth_x20_y2,expanding,union,14b,2048,5.1155217839493616e-08,0.6767106757590642,0.676710680048975,4.289910870980407e-09,True
depth_x20_y2,expanding,maximum,14b,2048,5.1155217839493616e-08,0.6767106757590642,0.676710680048975,4.289910870980407e-09,True
depth_x20_y2,constant_width,individual_1,14b,2048,5.079903186988588e-08,0.5840681144277332,0.5840681186870849,4.259351649160692e-09,True
depth_x20_y2,constant_width,union,14b,2048,5.079903186988588e-08,0.5840681144277332,0.5840681186870849,4.259351649160692e-09,True
depth_x20_y2,constant_width,maximum,14b,2048,5.079903186988588e-08,0.5840681144277332,0.5840681186870849,4.259351649160692e-09,True
depth_x40_y0,isotropic,individual_1,14b,512,3.4700817219679436e-09,0.12455314736647953,0.1245531475974707,2.3099117063551944e-10,True
depth_x40_y0,isotropic,union,14b,512,3.4700817219679436e-09,0.12455314736647953,0.1245531475974707,2.3099117063551944e-10,True
depth_x40_y0,isotropic,maximum,14b,512,3.4700817219679436e-09,0.12455314736647953,0.1245531475974707,2.3099117063551944e-10,True
depth_x40_y0,expanding,individual_1,14b,4096,2.6566946642603284e-08,0.8624999977716167,0.8624999999999999,2.2283832556979632e-09,True
depth_x40_y0,expanding,union,14b,4096,2.6566946642603284e-08,0.8624999977716167,0.8624999999999999,2.2283832556979632e-09,True
depth_x40_y0,expanding,maximum,14b,4096,2.6566946642603284e-08,0.8624999977716167,0.8624999999999999,2.2283832556979632e-09,True
depth_x40_y0,constant_width,individual_1,14b,4096,2.6566946642603284e-08,0.8624999977716167,0.8624999999999999,2.2283832556979632e-09,True
depth_x40_y0,constant_width,union,14b,4096,2.6566946642603284e-08,0.8624999977716167,0.8624999999999999,2.2283832556979632e-09,True
depth_x40_y0,constant_width,maximum,14b,4096,2.6566946642603284e-08,0.8624999977716167,0.8624999999999999,2.2283832556979632e-09,True
depth_x40_y2,isotropic,individual_1,14b,512,3.4621558536729324e-09,0.1234252638843721,0.12342526411483155,2.3045945707345084e-10,True
depth_x40_y2,isotropic,union,14b,512,3.4621558536729324e-09,0.1234252638843721,0.12342526411483155,2.3045945707345084e-10,True
depth_x40_y2,isotropic,maximum,14b,512,3.4621558536729324e-09,0.1234252638843721,0.12342526411483155,2.3045945707345084e-10,True
depth_x40_y2,expanding,individual_1,14b,4096,2.631607731728991e-08,0.8429185185506197,0.8429185207578469,2.2072271788076137e-09,True
depth_x40_y2,expanding,union,14b,4096,2.631607731728991e-08,0.8429185185506197,0.8429185207578469,2.2072271788076137e-09,True
depth_x40_y2,expanding,maximum,14b,4096,2.631607731728991e-08,0.8429185185506197,0.8429185207578469,2.2072271788076137e-09,True
depth_x40_y2,constant_width,individual_1,14b,4096,2.627013717670934e-08,0.7185585601452127,0.7185585623484995,2.203286775248614e-09,True
depth_x40_y2,constant_width,union,14b,4096,2.627013717670934e-08,0.7185585601452127,0.7185585623484995,2.203286775248614e-09,True
depth_x40_y2,constant_width,maximum,14b,4096,2.627013717670934e-08,0.7185585601452127,0.7185585623484995,2.203286775248614e-09,True
equal_minimum_one,isotropic,individual_1,14b,512,2.6269975084147745e-10,0.15109060554564627,0.15109060556315299,1.7506718297255475e-11,True
equal_minimum_one,isotropic,union,14b,512,2.6269975084147745e-10,0.15109060554564627,0.15109060556315299,1.7506718297255475e-11,True
equal_minimum_one,isotropic,maximum,14b,512,2.6269975084147745e-10,0.15109060554564627,0.15109060556315299,1.7506718297255475e-11,True
equal_minimum_one,expanding,individual_1,14b,2048,5.0783465349590884e-08,0.13292762911694314,0.13292762915006986,3.312672358646296e-11,True
equal_minimum_one,expanding,union,14b,2048,5.0783465349590884e-08,0.13292762911694314,0.13292762915006986,3.312672358646296e-11,True
equal_minimum_one,expanding,maximum,14b,2048,5.0783465349590884e-08,0.13292762911694314,0.13292762915006986,3.312672358646296e-11,True
equal_minimum_one,constant_width,individual_1,14b,2048,4.757736189742179e-08,0.1053485361074352,0.10534853579192392,3.1551128376605675e-10,True
equal_minimum_one,constant_width,union,14b,2048,4.757736189742179e-08,0.1053485361074352,0.10534853579192392,3.1551128376605675e-10,True
equal_minimum_one,constant_width,maximum,14b,2048,4.757736189742179e-08,0.1053485361074352,0.10534853579192392,3.1551128376605675e-10,True
equal_minimum_three,isotropic,individual_1,14b,512,1.8955264025066754e-09,0.15109060554564627,0.15109060556315299,1.7506718297255475e-11,True
equal_minimum_three,isotropic,individual_2,14b,512,1.8955264025066754e-09,0.15203460294462212,0.15203460294466228,4.016231791581504e-14,True
equal_minimum_three,isotropic,individual_3,14b,512,1.8955264025066754e-09,0.15109060554564627,0.15109060556315299,1.7506718297255475e-11,True
equal_minimum_three,isotropic,union,14b,512,1.8955264025066754e-09,0.4268168846242686,0.4268168846593185,3.5049907420869886e-11,True
equal_minimum_three,isotropic,maximum,14b,512,1.8955264025066754e-09,0.3899661789621929,0.3899661788358407,1.2635215096423735e-10,True
equal_minimum_three,expanding,individual_1,14b,8192,8.616717828147102e-08,0.22779054834775647,0.2277905483597546,1.1998124715972835e-11,True
equal_minimum_three,expanding,individual_2,14b,8192,8.616717828147102e-08,0.26121259928295454,0.2612125992282875,5.466704866563532e-11,True
equal_minimum_three,expanding,individual_3,14b,8192,8.616717828147102e-08,0.13292762915918796,0.13292762915006986,9.118095167792717e-12,True
equal_minimum_three,expanding,union,14b,8192,8.616717828147102e-08,0.45823835653981,0.4582383565139886,2.5821400573278197e-11,True
equal_minimum_three,expanding,maximum,14c,8192,8.616717828147102e-08,0.37006332722802343,0.37006331847771207,8.750311364380536e-09,True
equal_minimum_three,constant_width,individual_1,14b,8192,4.9805085222676126e-08,0.0808052806116531,0.08080528061931033,7.65723595641532e-12,True
equal_minimum_three,constant_width,individual_2,14b,8192,4.9805085222676126e-08,0.15016022527435288,0.1501602252239141,5.043879203192603e-11,True
equal_minimum_three,constant_width,individual_3,14b,8192,4.9805085222676126e-08,0.10534853580525703,0.10534853579192392,1.3333112391933355e-11,True
equal_minimum_three,constant_width,union,14b,8192,4.9805085222676126e-08,0.30583584976936745,0.3058358497258181,4.3549330808190234e-11,True
equal_minimum_three,constant_width,maximum,14c,8192,4.9805085222676126e-08,0.27105051514560097,0.2710505198910037,4.7454027374271845e-09,True
star_edge_1,isotropic,individual_1,14b,512,6.867130675214383e-08,0.11848451632553929,0.1184845163477458,2.2206514405098687e-11,True
star_edge_1,isotropic,individual_2,14b,512,6.867130675214383e-08,0.1946554623696369,0.19465546225129762,1.1833928281745898e-10,True
star_edge_1,isotropic,individual_3,14b,512,6.867130675214383e-08,1.903240430963621e-15,1.9032404275524727e-15,3.411148150146007e-24,True
star_edge_1,isotropic,individual_4,14b,512,6.867130675214383e-08,6.231286470596216e-06,6.231284694420956e-06,1.7761752601003146e-12,True
star_edge_1,isotropic,union,14b,512,6.867130675214383e-08,0.3131457185188808,0.3131457184209646,9.791617516796691e-11,True
star_edge_1,isotropic,maximum,14b,512,6.867130675214383e-08,0.31312507862204436,0.31312507652396643,2.098077933609943e-09,True
star_edge_1,expanding,individual_1,14b,4096,3.9777865279422286e-08,0.14090434732148907,0.14090434760793316,2.864440906691357e-10,True
star_edge_1,expanding,individual_2,14b,4096,3.9777865279422286e-08,0.07763932027405822,0.07763932022500211,4.905610639927005e-11,True
star_edge_1,expanding,individual_3,14b,4096,3.9777865279422286e-08,0.0,0.0,0.0,True
star_edge_1,expanding,individual_4,14b,4096,3.9777865279422286e-08,0.0,0.0,0.0,True
star_edge_1,expanding,union,14b,4096,3.9777865279422286e-08,0.21053456907959464,0.21053456931800152,2.3840687757292756e-10,True
star_edge_1,expanding,maximum,14c,4096,3.9777865279422286e-08,0.2087599494745456,0.20875990789799737,4.1576548232002963e-08,True
star_edge_1,constant_width,individual_1,14b,4096,5.7893950328180566e-09,0.04256167739837771,0.04256167763870752,2.4032980466826004e-10,True
star_edge_1,constant_width,individual_2,14b,4096,5.7893950328180566e-09,0.07763932027405822,0.07763932022500211,4.905610639927005e-11,True
star_edge_1,constant_width,individual_3,14b,4096,5.7893950328180566e-09,0.0,0.0,0.0,True
star_edge_1,constant_width,individual_4,14b,4096,5.7893950328180566e-09,0.0,0.0,0.0,True
star_edge_1,constant_width,union,14b,4096,5.7893950328180566e-09,0.12020011277253273,0.12020011296378928,1.9125655226215343e-10,True
star_edge_1,constant_width,maximum,14b,4096,5.7893950328180566e-09,0.12019943993295512,0.12019944258607376,2.653118641449126e-09,True
star_edge_2,isotropic,individual_1,14b,512,8.461701339612659e-10,0.199285036099575,0.1992850361559531,5.6378096635611996e-11,True
star_edge_2,isotropic,individual_2,14b,512,8.461701339612659e-10,8.032435568810158e-06,8.032435569258033e-06,4.478754471242893e-16,True
star_edge_2,isotropic,individual_3,14b,512,8.461701339612659e-10,8.032435568810158e-06,8.032435569258033e-06,4.478754471242893e-16,True
star_edge_2,isotropic,individual_4,14b,512,8.461701339612659e-10,6.31328016935915e-06,6.313278656484485e-06,1.5128746652586325e-12,True
star_edge_2,isotropic,union,14b,512,8.461701339612659e-10,0.19930684594379058,0.19930684599864648,5.485589760212406e-11,True
star_edge_2,isotropic,maximum,14b,512,8.461701339612659e-10,0.19929255152896672,0.19929255160112527,7.215855690745343e-11,True
star_edge_2,expanding,individual_1,14b,2048,6.657516382624351e-08,0.7800000157174812,0.78,1.5717481205435035e-08,True
star_edge_2,expanding,individual_2,14b,2048,6.657516382624351e-08,8.255276221424821e-07,8.255276562618209e-07,3.411933880703168e-14,True
star_edge_2,expanding,individual_3,14b,2048,6.657516382624351e-08,8.255276221424821e-07,8.255276562618209e-07,3.411933880703168e-14,True
star_edge_2,expanding,individual_4,14b,2048,6.657516382624351e-08,0.0,0.0,0.0,True
star_edge_2,expanding,union,14b,2048,6.657516382624351e-08,0.7800000157174812,0.78,1.5717481205435035e-08,True
star_edge_2,expanding,maximum,14b,2048,6.657516382624351e-08,0.7800000157174812,0.78,1.5717481205435035e-08,True
star_edge_2,constant_width,individual_1,14b,2048,6.657516382624351e-08,0.7800000157174812,0.78,1.5717481205435035e-08,True
star_edge_2,constant_width,individual_2,14b,2048,6.657516382624351e-08,5.3891719699959285e-08,5.389170311119383e-08,1.6588765453278867e-14,True
star_edge_2,constant_width,individual_3,14b,2048,6.657516382624351e-08,5.3891719699959285e-08,5.389170311119383e-08,1.6588765453278867e-14,True
star_edge_2,constant_width,individual_4,14b,2048,6.657516382624351e-08,0.0,0.0,0.0,True
star_edge_2,constant_width,union,14b,2048,6.657516382624351e-08,0.7800000157174812,0.78,1.5717481205435035e-08,True
star_edge_2,constant_width,maximum,14b,2048,6.657516382624351e-08,0.7800000157174812,0.78,1.5717481205435035e-08,True
star_edge_3,isotropic,individual_1,14b,512,6.867130675214383e-08,0.11848451632553929,0.1184845163477458,2.2206514405098687e-11,True
star_edge_3,isotropic,individual_2,14b,512,6.867130675214383e-08,1.903240430963621e-15,1.9032404275524727e-15,3.411148150146007e-24,True
star_edge_3,isotropic,individual_3,14b,512,6.867130675214383e-08,0.1946554623696369,0.19465546225129762,1.1833928281745898e-10,True
star_edge_3,isotropic,individual_4,14b,512,6.867130675214383e-08,1.0247796736349103e-05,1.0247796586722702e-05,1.4962640162790274e-13,True
star_edge_3,isotropic,union,14b,512,6.867130675214383e-08,0.3131491764571914,0.31314917636090905,9.628237096492853e-11,True
star_edge_3,isotropic,maximum,14b,512,6.867130675214383e-08,0.31312507862204436,0.31312507652396643,2.098077933609943e-09,True
star_edge_3,expanding,individual_1,14b,4096,3.9777865279422286e-08,0.14090434732148907,0.14090434760793316,2.864440906691357e-10,True
star_edge_3,expanding,individual_2,14b,4096,3.9777865279422286e-08,0.0,0.0,0.0,True
star_edge_3,expanding,individual_3,14b,4096,3.9777865279422286e-08,0.07763932027405822,0.07763932022500211,4.905610639927005e-11,True
star_edge_3,expanding,individual_4,14b,4096,3.9777865279422286e-08,0.0,0.0,0.0,True
star_edge_3,expanding,union,14b,4096,3.9777865279422286e-08,0.21053456907959464,0.21053456931800152,2.3840687757292756e-10,True
star_edge_3,expanding,maximum,14c,4096,3.9777865279422286e-08,0.2087599494745456,0.20875990789799737,4.1576548232002963e-08,True
star_edge_3,constant_width,individual_1,14b,4096,5.7893950328180566e-09,0.04256167739837771,0.04256167763870752,2.4032980466826004e-10,True
star_edge_3,constant_width,individual_2,14b,4096,5.7893950328180566e-09,0.0,0.0,0.0,True
star_edge_3,constant_width,individual_3,14b,4096,5.7893950328180566e-09,0.07763932027405822,0.07763932022500211,4.905610639927005e-11,True
star_edge_3,constant_width,individual_4,14b,4096,5.7893950328180566e-09,0.0,0.0,0.0,True
star_edge_3,constant_width,union,14b,4096,5.7893950328180566e-09,0.12020011277253273,0.12020011296378928,1.9125655226215343e-10,True
star_edge_3,constant_width,maximum,14b,4096,5.7893950328180566e-09,0.12019943993295512,0.12019944258607376,2.653118641449126e-09,True
star_edge_4,isotropic,individual_1,14b,1024,6.806332408793025e-08,0.003041815730725072,0.003041815730551631,1.7344068889424413e-13,True
star_edge_4,isotropic,individual_2,14b,1024,6.806332408793025e-08,1.817737236250923e-24,1.8177371475062362e-24,8.874468657676961e-32,True
star_edge_4,isotropic,individual_3,14b,1024,6.806332408793025e-08,2.9811054672663105e-24,2.9811054488651906e-24,1.8401119874820962e-32,True
star_edge_4,isotropic,individual_4,14b,1024,6.806332408793025e-08,0.41161734248076315,0.41161734248055937,2.0378143616994748e-13,True
star_edge_4,isotropic,union,14b,1024,6.806332408793025e-08,0.41465092463616465,0.4146509246357874,3.772537837676282e-13,True
star_edge_4,isotropic,maximum,14b,1024,6.806332408793025e-08,0.41410846927278877,0.414108459545611,9.727177785467944e-09,True
star_edge_4,expanding,individual_1,14b,1024,8.017297487006303e-08,0.0,0.0,0.0,True
star_edge_4,expanding,individual_2,14b,1024,8.017297487006303e-08,0.0,0.0,0.0,True
star_edge_4,expanding,individual_3,14b,1024,8.017297487006303e-08,0.0,0.0,0.0,True
star_edge_4,expanding,individual_4,14b,1024,8.017297487006303e-08,0.2265808321130849,0.22658080312564893,2.8987435979344056e-08,True
star_edge_4,expanding,union,14b,1024,8.017297487006303e-08,0.2265808321130849,0.22658080312564893,2.8987435979344056e-08,True
star_edge_4,expanding,maximum,14b,1024,8.017297487006303e-08,0.2265808321130849,0.22658080312564893,2.8987435979344056e-08,True
star_edge_4,constant_width,individual_1,14b,1024,7.990998721063569e-08,0.0,0.0,0.0,True
star_edge_4,constant_width,individual_2,14b,1024,7.990998721063569e-08,0.0,0.0,0.0,True
star_edge_4,constant_width,individual_3,14b,1024,7.990998721063569e-08,0.0,0.0,0.0,True
star_edge_4,constant_width,individual_4,14b,1024,7.990998721063569e-08,0.2243752034242107,0.22437517451824526,2.890596542681756e-08,True
star_edge_4,constant_width,union,14b,1024,7.990998721063569e-08,0.2243752034242107,0.22437517451824526,2.890596542681756e-08,True
star_edge_4,constant_width,maximum,14b,1024,7.990998721063569e-08,0.2243752034242107,0.22437517451824526,2.890596542681756e-08,True
