fixture,candidate,intervals,differing_components,maximum_absolute_difference,accepted_local,accepted_ci
depth_x10_y0,constant_width,8192,0,0.0,False,False
depth_x10_y0,constant_width,16384,0,0.0,False,False
depth_x10_y2,isotropic,256,0,0.0,False,False
depth_x10_y2,isotropic,512,0,0.0,True,True
depth_x10_y2,isotropic,1024,1,5.551115123125783e-17,False,False
depth_x10_y2,isotropic,2048,0,0.0,False,False
depth_x10_y2,isotropic,4096,0,0.0,False,False
depth_x10_y2,isotropic,8192,0,0.0,False,False
depth_x10_y2,isotropic,16384,0,0.0,False,False
depth_x10_y2,expanding,256,0,0.0,False,False
depth_x10_y2,expanding,512,0,0.0,False,False
depth_x10_y2,expanding,1024,0,0.0,True,True
depth_x10_y2,expanding,2048,0,0.0,False,False
depth_x10_y2,expanding,4096,0,0.0,False,False
depth_x10_y2,expanding,8192,0,0.0,False,False
depth_x10_y2,expanding,16384,0,0.0,False,False
depth_x10_y2,constant_width,256,0,0.0,False,False
depth_x10_y2,constant_width,512,0,0.0,False,False
depth_x10_y2,constant_width,1024,0,0.0,True,True
depth_x10_y2,constant_width,2048,0,0.0,False,False
depth_x10_y2,constant_width,4096,0,0.0,False,False
depth_x10_y2,constant_width,8192,0,0.0,False,False
depth_x10_y2,constant_width,16384,0,0.0,False,False
depth_x20_y0,isotropic,256,0,0.0,False,False
depth_x20_y0,isotropic,512,0,0.0,True,True
depth_x20_y0,isotropic,1024,0,0.0,False,False
depth_x20_y0,isotropic,2048,0,0.0,False,False
depth_x20_y0,isotropic,4096,3,5.551115123125783e-17,False,False
depth_x20_y0,isotropic,8192,0,0.0,False,False
depth_x20_y0,isotropic,16384,0,0.0,False,False
depth_x20_y0,expanding,256,0,0.0,False,False
depth_x20_y0,expanding,512,0,0.0,False,False
depth_x20_y0,expanding,1024,0,0.0,False,False
depth_x20_y0,expanding,2048,0,0.0,True,True
depth_x20_y0,expanding,4096,0,0.0,False,False
depth_x20_y0,expanding,8192,0,0.0,False,False
depth_x20_y0,expanding,16384,0,0.0,False,False
depth_x20_y0,constant_width,256,0,0.0,False,False
depth_x20_y0,constant_width,512,0,0.0,False,False
depth_x20_y0,constant_width,1024,0,0.0,False,False
depth_x20_y0,constant_width,2048,0,0.0,True,True
depth_x20_y0,constant_width,4096,0,0.0,False,False
depth_x20_y0,constant_width,8192,0,0.0,False,False
depth_x20_y0,constant_width,16384,0,0.0,False,False
depth_x20_y2,isotropic,256,0,0.0,False,False
depth_x20_y2,isotropic,512,0,0.0,True,True
depth_x20_y2,isotropic,1024,0,0.0,False,False
depth_x20_y2,isotropic,2048,0,0.0,False,False
depth_x20_y2,isotropic,4096,0,0.0,False,False
depth_x20_y2,isotropic,8192,0,0.0,False,False
depth_x20_y2,isotropic,16384,0,0.0,False,False
depth_x20_y2,expanding,256,0,0.0,False,False
depth_x20_y2,expanding,512,0,0.0,False,False
depth_x20_y2,expanding,1024,0,0.0,False,False
depth_x20_y2,expanding,2048,0,0.0,True,True
depth_x20_y2,expanding,4096,0,0.0,False,False
depth_x20_y2,expanding,8192,0,0.0,False,False
depth_x20_y2,expanding,16384,0,0.0,False,False
depth_x20_y2,constant_width,256,0,0.0,False,False
depth_x20_y2,constant_width,512,0,0.0,False,False
depth_x20_y2,constant_width,1024,0,0.0,False,False
depth_x20_y2,constant_width,2048,0,0.0,True,True
depth_x20_y2,constant_width,4096,0,0.0,False,False
depth_x20_y2,constant_width,8192,0,0.0,False,False
depth_x20_y2,constant_width,16384,0,0.0,False,False
depth_x40_y0,isotropic,256,0,0.0,False,False
depth_x40_y0,isotropic,512,0,0.0,True,True
depth_x40_y0,isotropic,1024,0,0.0,False,False
depth_x40_y0,isotropic,2048,0,0.0,False,False
depth_x40_y0,isotropic,4096,0,0.0,False,False
depth_x40_y0,isotropic,8192,0,0.0,False,False
depth_x40_y0,isotropic,16384,0,0.0,False,False
depth_x40_y0,expanding,256,0,0.0,False,False
depth_x40_y0,expanding,512,0,0.0,False,False
depth_x40_y0,expanding,1024,0,0.0,False,False
depth_x40_y0,expanding,2048,0,0.0,False,False
depth_x40_y0,expanding,4096,0,0.0,True,True
depth_x40_y0,expanding,8192,0,0.0,False,False
depth_x40_y0,expanding,16384,0,0.0,False,False
depth_x40_y0,constant_width,256,0,0.0,False,False
depth_x40_y0,constant_width,512,0,0.0,False,False
depth_x40_y0,constant_width,1024,0,0.0,False,False
depth_x40_y0,constant_width,2048,0,0.0,False,False
depth_x40_y0,constant_width,4096,0,0.0,True,True
depth_x40_y0,constant_width,8192,0,0.0,False,False
depth_x40_y0,constant_width,16384,0,0.0,False,False
depth_x40_y2,isotropic,256,0,0.0,False,False
depth_x40_y2,isotropic,512,0,0.0,True,True
depth_x40_y2,isotropic,1024,0,0.0,False,False
depth_x40_y2,isotropic,2048,0,0.0,False,False
depth_x40_y2,isotropic,4096,0,0.0,False,False
depth_x40_y2,isotropic,8192,0,0.0,False,False
depth_x40_y2,isotropic,16384,0,0.0,False,False
depth_x40_y2,expanding,256,0,0.0,False,False
depth_x40_y2,expanding,512,0,0.0,False,False
depth_x40_y2,expanding,1024,0,0.0,False,False
depth_x40_y2,expanding,2048,0,0.0,False,False
depth_x40_y2,expanding,4096,0,0.0,True,True
depth_x40_y2,expanding,8192,0,0.0,False,False
depth_x40_y2,expanding,16384,0,0.0,False,False
depth_x40_y2,constant_width,256,0,0.0,False,False
depth_x40_y2,constant_width,512,0,0.0,False,False
depth_x40_y2,constant_width,1024,0,0.0,False,False
depth_x40_y2,constant_width,2048,0,0.0,False,False
depth_x40_y2,constant_width,4096,0,0.0,True,True
depth_x40_y2,constant_width,8192,0,0.0,False,False
depth_x40_y2,constant_width,16384,3,2.220446049250313e-16,False,False
equal_minimum_one,isotropic,256,0,0.0,False,False
equal_minimum_one,isotropic,512,0,0.0,True,True
equal_minimum_one,isotropic,1024,0,0.0,False,False
equal_minimum_one,isotropic,2048,0,0.0,False,False
equal_minimum_one,isotropic,4096,0,0.0,False,False
equal_minimum_one,isotropic,8192,0,0.0,False,False
equal_minimum_one,isotropic,16384,0,0.0,False,False
equal_minimum_one,expanding,256,0,0.0,False,False
equal_minimum_one,expanding,512,0,0.0,False,False
equal_minimum_one,expanding,1024,0,0.0,False,False
equal_minimum_one,expanding,2048,0,0.0,True,True
equal_minimum_one,expanding,4096,0,0.0,False,False
equal_minimum_one,expanding,8192,0,0.0,False,False
equal_minimum_one,expanding,16384,0,0.0,False,False
equal_minimum_one,constant_width,256,0,0.0,False,False
equal_minimum_one,constant_width,512,0,0.0,False,False
equal_minimum_one,constant_width,1024,0,0.0,False,False
equal_minimum_one,constant_width,2048,0,0.0,True,True
equal_minimum_one,constant_width,4096,0,0.0,False,False
equal_minimum_one,constant_width,8192,0,0.0,False,False
equal_minimum_one,constant_width,16384,0,0.0,False,False
equal_minimum_three,isotropic,256,0,0.0,False,False
equal_minimum_three,isotropic,512,1,5.551115123125783e-17,True,True
equal_minimum_three,isotropic,1024,0,0.0,False,False
equal_minimum_three,isotropic,2048,0,0.0,False,False
equal_minimum_three,isotropic,4096,0,0.0,False,False
equal_minimum_three,isotropic,8192,0,0.0,False,False
equal_minimum_three,isotropic,16384,0,0.0,False,False
equal_minimum_three,expanding,256,0,0.0,False,False
equal_minimum_three,expanding,512,0,0.0,False,False
equal_minimum_three,expanding,1024,0,0.0,False,False
equal_minimum_three,expanding,2048,1,5.551115123125783e-17,False,False
equal_minimum_three,expanding,4096,1,2.7755575615628914e-17,False,False
equal_minimum_three,expanding,8192,0,0.0,True,True
equal_minimum_three,expanding,16384,0,0.0,False,False
equal_minimum_three,constant_width,256,0,0.0,False,False
equal_minimum_three,constant_width,512,0,0.0,False,False
equal_minimum_three,constant_width,1024,0,0.0,False,False
equal_minimum_three,constant_width,2048,0,0.0,False,False
equal_minimum_three,constant_width,4096,0,0.0,False,False
equal_minimum_three,constant_width,8192,0,0.0,True,True
equal_minimum_three,constant_width,16384,1,2.7755575615628914e-17,False,False
star_edge_1,isotropic,256,1,1.6940658945086007e-21,False,False
star_edge_1,isotropic,512,0,0.0,True,True
star_edge_1,isotropic,1024,0,0.0,False,False
star_edge_1,isotropic,2048,0,0.0,False,False
star_edge_1,isotropic,4096,1,8.470329472543003e-22,False,False
star_edge_1,isotropic,8192,1,3.944304526105059e-31,False,False
star_edge_1,isotropic,16384,0,0.0,False,False
star_edge_1,expanding,256,0,0.0,False,False
star_edge_1,expanding,512,0,0.0,False,False
star_edge_1,expanding,1024,0,0.0,False,False
star_edge_1,expanding,2048,1,2.7755575615628914e-17,False,False
star_edge_1,expanding,4096,0,0.0,True,True
star_edge_1,expanding,8192,0,0.0,False,False
star_edge_1,expanding,16384,0,0.0,False,False
star_edge_1,constant_width,256,0,0.0,False,False
star_edge_1,constant_width,512,0,0.0,False,False
star_edge_1,constant_width,1024,0,0.0,False,False
star_edge_1,constant_width,2048,0,0.0,False,False
star_edge_1,constant_width,4096,0,0.0,True,True
star_edge_1,constant_width,8192,0,0.0,False,False
star_edge_1,constant_width,16384,0,0.0,False,False
star_edge_2,isotropic,256,1,2.7755575615628914e-17,False,False
star_edge_2,isotropic,512,0,0.0,True,True
star_edge_2,isotropic,1024,2,2.7755575615628914e-17,False,False
star_edge_2,isotropic,2048,0,0.0,False,False
star_edge_2,isotropic,4096,0,0.0,False,False
star_edge_2,isotropic,8192,1,8.470329472543003e-22,False,False
star_edge_2,isotropic,16384,1,8.470329472543003e-22,False,False
star_edge_2,expanding,256,0,0.0,False,False
star_edge_2,expanding,512,0,0.0,False,False
star_edge_2,expanding,1024,0,0.0,False,False
star_edge_2,expanding,2048,0,0.0,True,True
star_edge_2,expanding,4096,0,0.0,False,False
star_edge_2,expanding,8192,0,0.0,False,False
star_edge_2,expanding,16384,2,1.0587911840678754e-22,False,False
star_edge_2,constant_width,256,0,0.0,False,False
star_edge_2,constant_width,512,0,0.0,False,False
star_edge_2,constant_width,1024,0,0.0,False,False
star_edge_2,constant_width,2048,0,0.0,True,True
star_edge_2,constant_width,4096,0,0.0,False,False
star_edge_2,constant_width,8192,0,0.0,False,False
star_edge_2,constant_width,16384,0,0.0,False,False
star_edge_3,isotropic,256,0,0.0,False,False
star_edge_3,isotropic,512,0,0.0,True,True
star_edge_3,isotropic,1024,0,0.0,False,False
star_edge_3,isotropic,2048,0,0.0,False,False
star_edge_3,isotropic,4096,1,5.551115123125783e-17,False,False
star_edge_3,isotropic,8192,1,3.944304526105059e-31,False,False
star_edge_3,isotropic,16384,0,0.0,False,False
star_edge_3,expanding,256,0,0.0,False,False
star_edge_3,expanding,512,0,0.0,False,False
star_edge_3,expanding,1024,0,0.0,False,False
star_edge_3,expanding,2048,1,2.7755575615628914e-17,False,False
star_edge_3,expanding,4096,0,0.0,True,True
star_edge_3,expanding,8192,0,0.0,False,False
star_edge_3,expanding,16384,0,0.0,False,False
star_edge_3,constant_width,256,0,0.0,False,False
star_edge_3,constant_width,512,0,0.0,False,False
star_edge_3,constant_width,1024,0,0.0,False,False
star_edge_3,constant_width,2048,0,0.0,False,False
star_edge_3,constant_width,4096,0,0.0,True,True
star_edge_3,constant_width,8192,0,0.0,False,False
star_edge_3,constant_width,16384,0,0.0,False,False
star_edge_4,isotropic,256,0,0.0,False,False
star_edge_4,isotropic,512,0,0.0,False,False
star_edge_4,isotropic,1024,0,0.0,True,True
star_edge_4,isotropic,2048,0,0.0,False,False
star_edge_4,isotropic,4096,0,0.0,False,False
star_edge_4,isotropic,8192,1,8.673617379884035e-19,False,False
star_edge_4,isotropic,16384,0,0.0,False,False
star_edge_4,expanding,256,0,0.0,False,False
star_edge_4,expanding,512,0,0.0,False,False
star_edge_4,expanding,1024,0,0.0,True,True
star_edge_4,expanding,2048,0,0.0,False,False
star_edge_4,expanding,4096,3,5.551115123125783e-17,False,False
star_edge_4,expanding,8192,0,0.0,False,False
star_edge_4,expanding,16384,0,0.0,False,False
star_edge_4,constant_width,256,0,0.0,False,False
star_edge_4,constant_width,512,0,0.0,False,False
star_edge_4,constant_width,1024,3,2.7755575615628914e-17,True,True
star_edge_4,constant_width,2048,0,0.0,False,False
star_edge_4,constant_width,4096,0,0.0,False,False
star_edge_4,constant_width,8192,0,0.0,False,False
star_edge_4,constant_width,16384,0,0.0,False,False
