fixture,candidate,component,expected,actual,expected_bits,actual_bits,expected_signed_zero,actual_signed_zero,absolute_difference,relative_difference,ulp_distance,finite,python_equal,bitwise_equal
lateral_x15_y5,isotropic,union,0.010944966755884543,0.010944966755884543,3f866a50922dbc0c,3f866a50922dbc0c,,,0.0,0.0,0,True,True,True
lateral_x15_y5,isotropic,maximum,0.010944966755884543,0.010944966755884543,3f866a50922dbc0c,3f866a50922dbc0c,,,0.0,0.0,0,True,True,True
lateral_x15_y5,expanding,individual_1,0.005675546169237052,0.005675546169237052,3f773f3dd2f0e409,3f773f3dd2f0e409,,,0.0,0.0,0,True,True,True
lateral_x15_y5,expanding,union,0.005675546169237052,0.005675546169237052,3f773f3dd2f0e409,3f773f3dd2f0e409,,,0.0,0.0,0,True,True,True
lateral_x15_y5,expanding,maximum,0.005675546169237052,0.005675546169237052,3f773f3dd2f0e409,3f773f3dd2f0e409,,,0.0,0.0,0,True,True,True
lateral_x15_y5,constant_width,individual_1,0.001993005648887085,0.001993005648887085,3f6053a2c2a59657,3f6053a2c2a59657,,,0.0,0.0,0,True,True,True
lateral_x15_y5,constant_width,union,0.001993005648887085,0.001993005648887085,3f6053a2c2a59657,3f6053a2c2a59657,,,0.0,0.0,0,True,True,True
lateral_x15_y5,constant_width,maximum,0.001993005648887085,0.001993005648887085,3f6053a2c2a59657,3f6053a2c2a59657,,,0.0,0.0,0,True,True,True
depth_x4_y0,isotropic,individual_1,0.37891179783599926,0.37891179783599926,3fd8401744f18c2c,3fd8401744f18c2c,,,0.0,0.0,0,True,True,True
depth_x4_y0,isotropic,union,0.37891179783599926,0.37891179783599926,3fd8401744f18c2c,3fd8401744f18c2c,,,0.0,0.0,0,True,True,True
depth_x4_y0,isotropic,maximum,0.37891179783599926,0.37891179783599926,3fd8401744f18c2c,3fd8401744f18c2c,,,0.0,0.0,0,True,True,True
depth_x4_y0,expanding,individual_1,0.0,0.0,0000000000000000,0000000000000000,positive,positive,0.0,,0,True,True,True
depth_x4_y0,expanding,union,0.0,0.0,0000000000000000,0000000000000000,positive,positive,0.0,,0,True,True,True
depth_x4_y0,expanding,maximum,0.0,0.0,0000000000000000,0000000000000000,positive,positive,0.0,,0,True,True,True
depth_x4_y0,constant_width,individual_1,0.0,0.0,0000000000000000,0000000000000000,positive,positive,0.0,,0,True,True,True
depth_x4_y0,constant_width,union,0.0,0.0,0000000000000000,0000000000000000,positive,positive,0.0,,0,True,True,True
depth_x4_y0,constant_width,maximum,0.0,0.0,0000000000000000,0000000000000000,positive,positive,0.0,,0,True,True,True
depth_x4_y2,isotropic,individual_1,0.2924090212059966,0.2924090212059966,3fd2b6d453c8a5e7,3fd2b6d453c8a5e7,,,0.0,0.0,0,True,True,True
depth_x4_y2,isotropic,union,0.2924090212059966,0.2924090212059966,3fd2b6d453c8a5e7,3fd2b6d453c8a5e7,,,0.0,0.0,0,True,True,True
depth_x4_y2,isotropic,maximum,0.2924090212059966,0.2924090212059966,3fd2b6d453c8a5e7,3fd2b6d453c8a5e7,,,0.0,0.0,0,True,True,True
depth_x4_y2,expanding,individual_1,0.0,0.0,0000000000000000,0000000000000000,positive,positive,0.0,,0,True,True,True
depth_x4_y2,expanding,union,0.0,0.0,0000000000000000,0000000000000000,positive,positive,0.0,,0,True,True,True
depth_x4_y2,expanding,maximum,0.0,0.0,0000000000000000,0000000000000000,positive,positive,0.0,,0,True,True,True
