classification,nodes,leaves,additional_depth,unresolved_leaves,resource_limited,seconds,evidence_sha256
TC,7,4,3,1,False,0.20722862519323826,098da49a72308cc5c550f71a66c2928d43f62d4892d59d57594cad3a33a477f8
