match_alias,evaluation_eligible,heldout_fit_eligible,target_outside_zero_credit,mrr,hit_at_1,hit_at_3,tied_target_blocks
development_01,885,885,0,0.5748470989148955,0.3559322033898305,0.752542372881356,0
development_02,801,801,0,0.5726547173176386,0.36079900124843944,0.7290886392009988,0
development_03,952,952,0,0.5799607342937175,0.3792016806722689,0.7289915966386554,0
development_04,877,877,0,0.5873640296103237,0.37058152793614596,0.7685290763968073,0
development_05,861,861,0,0.5775090795125638,0.37282229965156793,0.718931475029036,0
development_06,629,629,0,0.5433568021803316,0.33068362480127184,0.6899841017488076,0
development_07,764,764,0,0.5420094739466467,0.3219895287958115,0.6884816753926701,0
development_08,734,734,0,0.555163055231175,0.33787465940054495,0.726158038147139,0
development_09,724,724,0,0.5772000789265983,0.36187845303867405,0.7430939226519337,0
