match_alias,m0_mrr,m1_mrr,mrr_difference_m1_minus_m0,m0_hit_at_1,m1_hit_at_1,m0_hit_at_3,m1_hit_at_3
development_01,0.4911138014527845,0.5748470989148955,0.083733297462111,0.2655367231638418,0.3559322033898305,0.6237288135593221,0.752542372881356
development_02,0.4958712323880863,0.5726547173176386,0.07678348492955234,0.264669163545568,0.36079900124843944,0.6579275905118602,0.7290886392009988
development_03,0.47538348672802455,0.5799607342937175,0.10457724756569298,0.2426470588235294,0.3792016806722689,0.6197478991596639,0.7289915966386554
development_04,0.5023008633327903,0.5873640296103237,0.08506316627753341,0.27366020524515394,0.37058152793614596,0.6681870011402509,0.7685290763968073
development_05,0.5057952178161237,0.5775090795125638,0.07171386169644012,0.2857142857142857,0.37282229965156793,0.6445993031358885,0.718931475029036
development_06,0.4705516440810558,0.5433568021803316,0.07280515809927574,0.24006359300476948,0.33068362480127184,0.5945945945945946,0.6899841017488076
development_07,0.4467267098811602,0.5420094739466467,0.09528276406548647,0.2094240837696335,0.3219895287958115,0.5863874345549738,0.6884816753926701
development_08,0.4458971281518966,0.555163055231175,0.10926592707927846,0.2016348773841962,0.33787465940054495,0.5967302452316077,0.726158038147139
development_09,0.5022631105849338,0.5772000789265983,0.07493696834166452,0.2886740331491713,0.36187845303867405,0.6339779005524862,0.7430939226519337
