fixture,candidate,intervals,local_maximum_change,ci_maximum_change,local_accepted,ci_available
depth_x5_y2,isotropic,4096,2.275957200481571e-15,,False,False
depth_x5_y2,isotropic,8192,2.220446049250313e-16,,False,False
depth_x5_y2,isotropic,16384,0.0,,False,False
depth_x5_y2,expanding,256,,,False,False
depth_x5_y2,expanding,512,0.0,,True,False
depth_x5_y2,expanding,1024,0.0,,False,False
depth_x5_y2,expanding,2048,0.0,,False,False
depth_x5_y2,expanding,4096,0.0,,False,False
depth_x5_y2,expanding,8192,0.0,,False,False
depth_x5_y2,expanding,16384,0.0,,False,False
depth_x5_y2,constant_width,256,,,False,False
depth_x5_y2,constant_width,512,0.0,,True,False
depth_x5_y2,constant_width,1024,0.0,,False,False
depth_x5_y2,constant_width,2048,0.0,,False,False
depth_x5_y2,constant_width,4096,0.0,,False,False
depth_x5_y2,constant_width,8192,0.0,,False,False
depth_x5_y2,constant_width,16384,0.0,,False,False
depth_x5.5_y0,isotropic,256,,,False,False
depth_x5.5_y0,isotropic,512,8.94873064538615e-12,,True,False
depth_x5.5_y0,isotropic,1024,5.592193375036913e-13,,False,False
depth_x5.5_y0,isotropic,2048,3.497202527569243e-14,,False,False
depth_x5.5_y0,isotropic,4096,2.1094237467877974e-15,,False,False
depth_x5.5_y0,isotropic,8192,1.1102230246251565e-16,,False,False
depth_x5.5_y0,isotropic,16384,1.1102230246251565e-16,,False,False
depth_x5.5_y0,expanding,256,,,False,False
depth_x5.5_y0,expanding,512,2.949333672112864e-07,,False,False
depth_x5.5_y0,expanding,1024,3.2465626038230555e-08,,True,False
depth_x5.5_y0,expanding,2048,2.2359737741894925e-09,,False,False
depth_x5.5_y0,expanding,4096,5.8188710794215837e-11,,False,False
depth_x5.5_y0,expanding,8192,2.909435886655487e-11,,False,False
depth_x5.5_y0,expanding,16384,8.863413475390658e-12,,False,False
depth_x5.5_y0,constant_width,256,,,False,False
depth_x5.5_y0,constant_width,512,2.949333672112864e-07,,False,False
depth_x5.5_y0,constant_width,1024,3.2465626038230555e-08,,True,False
depth_x5.5_y0,constant_width,2048,2.2359737741894925e-09,,False,False
depth_x5.5_y0,constant_width,4096,5.8188710794215837e-11,,False,False
depth_x5.5_y0,constant_width,8192,2.909435886655487e-11,,False,False
depth_x5.5_y0,constant_width,16384,8.863413475390658e-12,,False,False
depth_x5.5_y2,isotropic,256,,,False,False
depth_x5.5_y2,isotropic,512,1.9573509479897666e-11,,True,False
depth_x5.5_y2,isotropic,1024,1.2232437285319975e-12,,False,False
depth_x5.5_y2,isotropic,2048,7.649436639667329e-14,,False,False
depth_x5.5_y2,isotropic,4096,4.773959005888173e-15,,False,False
