fixture,candidate,component,expected_historical,local_actual,ci_actual,local_expected_equal,local_expected_bitwise_equal,local_expected_absolute_difference,local_expected_relative_difference,local_expected_ulp_distance,ci_available
depth_x40_y2,constant_width,individual_1,0.7185585601452127,0.7185585601452127,,True,True,0.0,0.0,0,False
depth_x40_y2,constant_width,union,0.7185585601452127,0.7185585601452127,,True,True,0.0,0.0,0,False
depth_x40_y2,constant_width,maximum,0.7185585601452127,0.7185585601452127,,True,True,0.0,0.0,0,False
equal_minimum_one,isotropic,individual_1,0.15109060554564627,0.15109060554564627,,True,True,0.0,0.0,0,False
equal_minimum_one,isotropic,union,0.15109060554564627,0.15109060554564627,,True,True,0.0,0.0,0,False
equal_minimum_one,isotropic,maximum,0.15109060554564627,0.15109060554564627,,True,True,0.0,0.0,0,False
equal_minimum_one,expanding,individual_1,0.13292762911694314,0.13292762911694314,,True,True,0.0,0.0,0,False
equal_minimum_one,expanding,union,0.13292762911694314,0.13292762911694314,,True,True,0.0,0.0,0,False
equal_minimum_one,expanding,maximum,0.13292762911694314,0.13292762911694314,,True,True,0.0,0.0,0,False
equal_minimum_one,constant_width,individual_1,0.1053485361074352,0.1053485361074352,,True,True,0.0,0.0,0,False
equal_minimum_one,constant_width,union,0.1053485361074352,0.1053485361074352,,True,True,0.0,0.0,0,False
equal_minimum_one,constant_width,maximum,0.1053485361074352,0.1053485361074352,,True,True,0.0,0.0,0,False
equal_minimum_three,isotropic,individual_1,0.15109060554564627,0.15109060554564627,,True,True,0.0,0.0,0,False
equal_minimum_three,isotropic,individual_2,0.15203460294462212,0.15203460294462212,,True,True,0.0,0.0,0,False
equal_minimum_three,isotropic,individual_3,0.15109060554564627,0.15109060554564627,,True,True,0.0,0.0,0,False
equal_minimum_three,isotropic,union,0.4268168846242686,0.4268168846242686,,True,True,0.0,0.0,0,False
equal_minimum_three,isotropic,maximum,0.3899661789621929,0.3899661789621929,,True,True,0.0,0.0,0,False
equal_minimum_three,expanding,individual_1,0.22779054834775647,0.22779054834775647,,True,True,0.0,0.0,0,False
equal_minimum_three,expanding,individual_2,0.26121259928295454,0.26121259928295454,,True,True,0.0,0.0,0,False
equal_minimum_three,expanding,individual_3,0.13292762915918796,0.13292762915918796,,True,True,0.0,0.0,0,False
equal_minimum_three,expanding,union,0.45823835653981,0.45823835653981,,True,True,0.0,0.0,0,False
equal_minimum_three,expanding,maximum,0.37006332722802343,0.37006332722802343,,True,True,0.0,0.0,0,False
equal_minimum_three,constant_width,individual_1,0.0808052806116531,0.0808052806116531,,True,True,0.0,0.0,0,False
equal_minimum_three,constant_width,individual_2,0.15016022527435288,0.15016022527435288,,True,True,0.0,0.0,0,False
equal_minimum_three,constant_width,individual_3,0.10534853580525703,0.10534853580525703,,True,True,0.0,0.0,0,False
equal_minimum_three,constant_width,union,0.30583584976936745,0.30583584976936745,,True,True,0.0,0.0,0,False
equal_minimum_three,constant_width,maximum,0.27105051514560097,0.27105051514560097,,True,True,0.0,0.0,0,False
star_edge_1,isotropic,individual_1,0.11848451632553929,0.11848451632553929,,True,True,0.0,0.0,0,False
star_edge_1,isotropic,individual_2,0.1946554623696369,0.1946554623696369,,True,True,0.0,0.0,0,False
star_edge_1,isotropic,individual_3,1.903240430963621e-15,1.903240430963621e-15,,True,True,0.0,0.0,0,False
star_edge_1,isotropic,individual_4,6.231286470596216e-06,6.231286470596216e-06,,True,True,0.0,0.0,0,False
star_edge_1,isotropic,union,0.3131457185188808,0.3131457185188808,,True,True,0.0,0.0,0,False
star_edge_1,isotropic,maximum,0.31312507862204436,0.31312507862204436,,True,True,0.0,0.0,0,False
star_edge_1,expanding,individual_1,0.14090434732148907,0.14090434732148907,,True,True,0.0,0.0,0,False
star_edge_1,expanding,individual_2,0.07763932027405822,0.07763932027405822,,True,True,0.0,0.0,0,False
star_edge_1,expanding,individual_3,0.0,0.0,,True,True,0.0,,0,False
star_edge_1,expanding,individual_4,0.0,0.0,,True,True,0.0,,0,False
star_edge_1,expanding,union,0.21053456907959464,0.21053456907959464,,True,True,0.0,0.0,0,False
star_edge_1,expanding,maximum,0.2087599494745456,0.2087599494745456,,True,True,0.0,0.0,0,False
star_edge_1,constant_width,individual_1,0.04256167739837771,0.04256167739837771,,True,True,0.0,0.0,0,False
star_edge_1,constant_width,individual_2,0.07763932027405822,0.07763932027405822,,True,True,0.0,0.0,0,False
star_edge_1,constant_width,individual_3,0.0,0.0,,True,True,0.0,,0,False
star_edge_1,constant_width,individual_4,0.0,0.0,,True,True,0.0,,0,False
star_edge_1,constant_width,union,0.12020011277253273,0.12020011277253273,,True,True,0.0,0.0,0,False
star_edge_1,constant_width,maximum,0.12019943993295512,0.12019943993295512,,True,True,0.0,0.0,0,False
star_edge_2,isotropic,individual_1,0.199285036099575,0.199285036099575,,True,True,0.0,0.0,0,False
star_edge_2,isotropic,individual_2,8.032435568810158e-06,8.032435568810158e-06,,True,True,0.0,0.0,0,False
star_edge_2,isotropic,individual_3,8.032435568810158e-06,8.032435568810158e-06,,True,True,0.0,0.0,0,False
star_edge_2,isotropic,individual_4,6.31328016935915e-06,6.31328016935915e-06,,True,True,0.0,0.0,0,False
star_edge_2,isotropic,union,0.19930684594379058,0.19930684594379058,,True,True,0.0,0.0,0,False
star_edge_2,isotropic,maximum,0.19929255152896672,0.19929255152896672,,True,True,0.0,0.0,0,False
star_edge_2,expanding,individual_1,0.7800000157174812,0.7800000157174812,,True,True,0.0,0.0,0,False
star_edge_2,expanding,individual_2,8.255276221424821e-07,8.255276221424821e-07,,True,True,0.0,0.0,0,False
star_edge_2,expanding,individual_3,8.255276221424821e-07,8.255276221424821e-07,,True,True,0.0,0.0,0,False
star_edge_2,expanding,individual_4,0.0,0.0,,True,True,0.0,,0,False
star_edge_2,expanding,union,0.7800000157174812,0.7800000157174812,,True,True,0.0,0.0,0,False
star_edge_2,expanding,maximum,0.7800000157174812,0.7800000157174812,,True,True,0.0,0.0,0,False
star_edge_2,constant_width,individual_1,0.7800000157174812,0.7800000157174812,,True,True,0.0,0.0,0,False
star_edge_2,constant_width,individual_2,5.3891719699959285e-08,5.3891719699959285e-08,,True,True,0.0,0.0,0,False
star_edge_2,constant_width,individual_3,5.3891719699959285e-08,5.3891719699959285e-08,,True,True,0.0,0.0,0,False
star_edge_2,constant_width,individual_4,0.0,0.0,,True,True,0.0,,0,False
star_edge_2,constant_width,union,0.7800000157174812,0.7800000157174812,,True,True,0.0,0.0,0,False
star_edge_2,constant_width,maximum,0.7800000157174812,0.7800000157174812,,True,True,0.0,0.0,0,False
star_edge_3,isotropic,individual_1,0.11848451632553929,0.11848451632553929,,True,True,0.0,0.0,0,False
star_edge_3,isotropic,individual_2,1.903240430963621e-15,1.903240430963621e-15,,True,True,0.0,0.0,0,False
star_edge_3,isotropic,individual_3,0.1946554623696369,0.1946554623696369,,True,True,0.0,0.0,0,False
star_edge_3,isotropic,individual_4,1.0247796736349103e-05,1.0247796736349103e-05,,True,True,0.0,0.0,0,False
star_edge_3,isotropic,union,0.3131491764571914,0.3131491764571914,,True,True,0.0,0.0,0,False
star_edge_3,isotropic,maximum,0.31312507862204436,0.31312507862204436,,True,True,0.0,0.0,0,False
star_edge_3,expanding,individual_1,0.14090434732148907,0.14090434732148907,,True,True,0.0,0.0,0,False
star_edge_3,expanding,individual_2,0.0,0.0,,True,True,0.0,,0,False
star_edge_3,expanding,individual_3,0.07763932027405822,0.07763932027405822,,True,True,0.0,0.0,0,False
star_edge_3,expanding,individual_4,0.0,0.0,,True,True,0.0,,0,False
star_edge_3,expanding,union,0.21053456907959464,0.21053456907959464,,True,True,0.0,0.0,0,False
star_edge_3,expanding,maximum,0.2087599494745456,0.2087599494745456,,True,True,0.0,0.0,0,False
star_edge_3,constant_width,individual_1,0.04256167739837771,0.04256167739837771,,True,True,0.0,0.0,0,False
star_edge_3,constant_width,individual_2,0.0,0.0,,True,True,0.0,,0,False
star_edge_3,constant_width,individual_3,0.07763932027405822,0.07763932027405822,,True,True,0.0,0.0,0,False
star_edge_3,constant_width,individual_4,0.0,0.0,,True,True,0.0,,0,False
star_edge_3,constant_width,union,0.12020011277253273,0.12020011277253273,,True,True,0.0,0.0,0,False
star_edge_3,constant_width,maximum,0.12019943993295512,0.12019943993295512,,True,True,0.0,0.0,0,False
star_edge_4,isotropic,individual_1,0.003041815730725072,0.003041815730725072,,True,True,0.0,0.0,0,False
star_edge_4,isotropic,individual_2,1.817737236250923e-24,1.817737236250923e-24,,True,True,0.0,0.0,0,False
star_edge_4,isotropic,individual_3,2.9811054672663105e-24,2.9811054672663105e-24,,True,True,0.0,0.0,0,False
star_edge_4,isotropic,individual_4,0.41161734248076315,0.41161734248076315,,True,True,0.0,0.0,0,False
star_edge_4,isotropic,union,0.41465092463616465,0.41465092463616465,,True,True,0.0,0.0,0,False
star_edge_4,isotropic,maximum,0.41410846927278877,0.41410846927278877,,True,True,0.0,0.0,0,False
star_edge_4,expanding,individual_1,0.0,0.0,,True,True,0.0,,0,False
star_edge_4,expanding,individual_2,0.0,0.0,,True,True,0.0,,0,False
star_edge_4,expanding,individual_3,0.0,0.0,,True,True,0.0,,0,False
star_edge_4,expanding,individual_4,0.2265808321130849,0.2265808321130849,,True,True,0.0,0.0,0,False
star_edge_4,expanding,union,0.2265808321130849,0.2265808321130849,,True,True,0.0,0.0,0,False
star_edge_4,expanding,maximum,0.2265808321130849,0.2265808321130849,,True,True,0.0,0.0,0,False
star_edge_4,constant_width,individual_1,0.0,0.0,,True,True,0.0,,0,False
star_edge_4,constant_width,individual_2,0.0,0.0,,True,True,0.0,,0,False
star_edge_4,constant_width,individual_3,0.0,0.0,,True,True,0.0,,0,False
star_edge_4,constant_width,individual_4,0.2243752034242107,0.2243752034242107,,True,True,0.0,0.0,0,False
star_edge_4,constant_width,union,0.2243752034242107,0.2243752034242107,,True,True,0.0,0.0,0,False
star_edge_4,constant_width,maximum,0.2243752034242107,0.2243752034242107,,True,True,0.0,0.0,0,False
